FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
13908.327,17482,1,4,13,NA,53,.,2,NA,1,NA,2,NA,9,3,2,1,13,838,1233.1333,130,0,146.8,20,0,65,.,0,4,2,1,5,.,.,8,0,NA,NA,55,3,-526,.,NA,.,08,2,NA,NA
21050.013,0,1,1,14,NA,25,.,2,NA,1,NA,1,NA,9,5,3,1,14,1710,10030.3453,3726.6667,1140,0,56,0,0,.,.,2,5,1,10,19,.,4,4,03,NA,48,7,2640,.,NA,.,01,2,NA,NA
24290.353,0,1,2,12,NA,26,.,2,NA,1,NA,2,NA,7,5,1,1,12,1561,3309.5333,938.6667,530,0,64,0,0,.,.,2,2,1,.,25,.,1,1,13,NA,36,2,-4891,.,NA,.,09,2,NA,NA
15380.84,109000,1,2,15,16,38,39,1,2,1,1,2,2,2,1,3,1,16,5733,11634.5001,1256.6667,111,2084,1065,0,0,.,.,1,3,2,8,50,45,2,2,06,02,51,5,13342,.,NA,.,01,2,NA,NA
21127.722,120000,1,2,15,14,43,50,1,2,1,1,2,2,3,1,3,1,15,2099.333,17963.3333,1652.6667,1263.3333,5200,640,200,0,.,.,1,3,4,7,50,50,2,2,01,07,40,7,20044,.,NA,.,01,2,NA,NA
20441.288,57000,1,2,14,14,42,44,2,1,1,1,2,2,3,1,4,1,14,5108,9509.8334,2098,300,480,179,0,0,.,.,4,4,1,8,.,40,5,1,NA,03,41,9,4723,.,NA,.,01,2,NA,NA
30425.929,41000,1,4,16,15,49,47,1,2,2,2,2,2,4,1,2,1,16,2724.667,8303.5452,1343.3333,700,660,270,0,0,.,.,1,4,1,6,40,.,4,3,03,NA,26,3,19699,.,NA,.,01,2,NA,NA
19269.681,7000,1,1,15,NA,42,.,2,NA,4,NA,2,NA,8,3,1,1,15,2722.667,4124.4667,693.3333,144,0,64,0,0,.,.,4,1,0,3,22,.,1,1,06,NA,36,2,-653,.,NA,.,08,2,NA,NA
20541.63,81400,1,2,15,NA,43,.,1,NA,1,NA,2,NA,9,5,1,1,15,1920,6037.8999,1696.6667,510.6667,200,360,0,0,.,.,4,2,1,3,40,.,4,2,08,NA,36,2,18762,.,NA,.,08,2,NA,NA
22604.521,25150,1,2,13,NA,62,.,2,NA,5,NA,1,NA,8,2,1,1,13,2005,3250.2667,762.6667,20,297.6,60,0,0,.,.,4,1,0,3,.,.,8,0,NA,NA,36,2,0,.,NA,.,07,2,NA,NA
21903.781,60000,1,2,15,NA,45,.,2,NA,1,NA,2,NA,9,4,1,1,16,7781.333,12569.8334,1083.3333,1433,1227.3333,250,0,0,.,.,4,2,1,6,50,.,4,2,01,NA,36,2,14836,.,NA,.,02,2,NA,NA
16532.512,2447,1,2,10,NA,72,.,1,NA,1,NA,1,NA,8,2,3,1,10,1911,3752.2667,866.6667,200,543.6,0,0,0,.,.,4,1,1,5,.,.,8,0,NA,NA,48,7,0,.,NA,.,08,2,NA,NA
17849.54,55062,1,1,12,NA,87,.,2,NA,1,NA,2,NA,9,2,4,1,12,2822,5252.7,520,361,577.2,236,0,0,.,.,4,2,1,5,.,.,7,1,NA,NA,06,9,-3355,.,NA,.,01,2,NA,NA
29679.784,0,2,5,12,NA,62,.,1,NA,1,NA,2,NA,8,3,2,2,12,2482,61026,173.3333,275,7488,400,0,34.6667,.,.,2,1,5,7,.,.,8,0,NA,NA,NA,NA,542,.,NA,.,01,2,NA,NA
32488.394,38800,1,4,13,NA,51,.,1,NA,1,NA,2,NA,9,5,4,1,13,871.667,3210.1666,1083.3333,640,0,90,0,0,.,.,2,4,4,5,50,.,4,2,11,NA,06,9,-2162,.,NA,.,01,2,NA,NA
19545.315,44500,1,2,12,12,49,48,1,2,1,1,1,1,3,1,4,1,12,7024.667,9296,1196.6667,1804,600,461,0,0,.,.,1,4,2,7,40,.,1,1,11,NA,06,9,-2173,.,NA,.,01,2,NA,NA
18479.349,13800,1,4,12,13,50,45,2,1,1,1,2,2,5,1,3,1,13,1694.667,7714.6667,1630,1850,466,428.6667,0,1040,.,.,2,4,2,5,40,40,3,3,01,12,28,6,-6040,.,NA,.,01,2,NA,NA
24571.696,53414,1,3,13,NA,63,.,2,NA,1,NA,2,NA,9,3,3,1,13,8139,10348.7667,780,440,517.6,130,0,0,.,.,2,2,2,5,.,.,7,1,NA,NA,47,6,-357,.,NA,.,01,2,NA,NA
8289.215,150000,1,3,15,16,67,74,2,1,1,4,2,2,1,1,4,1,16,10486,23251.6786,5533.3333,1e3,3693.6,270,2000,0,.,.,1,2,5,7,.,40,5,1,NA,03,15,9,55383,.,NA,.,01,2,NA,NA
19625.999,0,1,1,10,NA,70,.,2,NA,1,NA,1,NA,9,2,3,1,10,0,1180.2667,736.6667,0,443.6,0,0,0,.,.,5,2,0,2,.,.,8,0,NA,NA,12,5,0,.,NA,.,04,2,NA,NA
25107.662,2215,1,1,13,NA,34,.,2,NA,2,NA,2,NA,9,3,1,1,14,2574,4104.1001,476.6667,458,243.6,60,0,0,.,.,4,2,0,5,.,.,7,1,NA,NA,36,2,-3283,.,NA,.,08,2,NA,NA
19054.084,17062,1,1,13,NA,74,.,2,NA,1,NA,2,NA,8,5,4,1,13,2153.333,3637.6,606.6667,50,567.6,60,0,0,.,.,2,1,1,4,.,.,8,0,NA,NA,06,9,0,.,NA,.,01,2,NA,NA
18608.335,225000,1,1,16,16,55,55,2,1,1,1,2,2,4,1,2,1,16,10488.667,60647.2787,2483.3333,33545,2284.6667,2732,0,0,.,.,1,4,5,10,50,50,2,2,03,01,17,3,74039,.,NA,.,01,2,NA,NA
25832.968,32352,1,2,16,12,74,73,1,2,1,1,2,2,1,1,1,1,16,2418.667,6805.5333,892.6667,1078,1207.2,535,0,0,.,.,2,2,2,7,.,.,8,0,NA,NA,42,2,0,.,NA,.,03,2,NA,NA
16253.524,47000,1,1,12,12,41,42,2,1,1,1,1,1,3,1,3,1,12,2158.333,8246.0001,1906.6667,900,2340.6667,64,0,0,.,.,1,4,2,5,40,40,2,2,04,07,48,7,-770,.,NA,.,01,2,NA,NA
20292.833,15000,1,3,13,NA,59,.,2,NA,2,NA,2,NA,8,3,3,1,13,976,3277.3334,1170,170,0,250,0,520,.,.,2,1,1,5,8,.,1,1,10,NA,22,7,722,.,NA,.,01,2,NA,NA
21460.278,0,1,1,15,16,49,43,1,2,1,1,2,2,4,1,4,1,16,13078.667,17312.5001,1723.3333,280,275,1051,40,0,.,.,1,4,1,7,40,40,3,3,10,05,06,9,6457,.,NA,.,01,2,NA,NA
23046.354,30442,1,4,13,NA,73,.,2,NA,1,NA,2,NA,8,2,4,1,13,1192,5188.2667,724.3333,316,1779.6,116,0,0,.,.,2,1,1,4,.,.,8,0,NA,NA,04,8,540,.,NA,.,01,2,NA,NA
31683.644,25299,2,5,12,NA,70,.,1,NA,1,NA,2,NA,9,3,3,2,13,833,3934.9333,866.6667,1341,303.6,224,0,346.6667,.,.,2,2,2,7,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
23077.285,42213,1,3,12,13,29,37,2,1,1,1,2,2,5,1,2,1,13,3738.333,7509.0334,927,395,0,1306,0,8.6667,.,.,2,4,2,8,20,20,3,3,06,12,20,4,-1772,.,NA,.,01,2,NA,NA
14435.315,50000,1,1,11,12,38,35,1,2,1,1,1,1,3,1,4,1,12,2689,6693.1667,1473.3333,510,1200,0,0,0,.,.,4,5,2,4,40,40,2,2,12,10,06,9,-2106,.,NA,.,01,2,NA,NA
16601.79,24236,1,1,10,10,87,87,1,2,6,6,2,2,1,1,1,1,10,4149,5153,520,90,158,186,0,0,.,.,4,2,1,4,.,.,8,0,NA,NA,36,2,-200,.,NA,.,08,2,NA,NA
31552.462,30000,1,1,15,NA,33,.,1,NA,2,NA,2,NA,8,5,3,1,15,3111,6664.8333,1265,1275.6667,156,711,0,0,.,.,1,1,1,4,32,.,1,1,06,NA,12,5,2368,.,NA,.,04,2,NA,NA
98986.7,0,1,4,12,NA,87,.,1,NA,2,NA,2,NA,8,1,3,1,12,333.333,607.3333,0,0,274,0,0,0,.,.,2,1,0,1,.,.,8,0,NA,NA,12,5,0,.,NA,.,11,2,NA,NA
19883.109,17470,1,1,12,NA,73,.,2,NA,1,NA,2,NA,8,2,2,1,12,778,2428.2667,346.6667,240,671.6,226,0,0,.,.,4,1,1,3,.,.,8,0,NA,NA,17,3,0,.,NA,.,07,2,NA,NA
20971.152,25261,1,5,15,13,65,61,1,2,1,1,2,2,1,1,3,2,15,1521.667,8642.1999,2166.6667,657,2326.2,372,0,0,.,.,2,2,2,8,.,30,5,1,NA,04,NA,7,0,.,NA,.,01,2,NA,NA
22154.054,17500,1,4,12,NA,54,.,1,NA,2,NA,2,NA,8,3,3,1,12,1660,3472.8333,433.3333,688.3333,340,128,0,0,.,.,4,1,2,6,20,.,1,1,10,NA,01,6,1320,.,NA,.,01,2,NA,NA
22313.016,33095,1,4,12,12,77,76,1,2,1,1,2,2,1,1,2,1,12,3171,5267.8667,0,659,727.2,374,0,0,.,.,1,2,1,7,.,.,8,0,NA,NA,55,3,-1160,.,NA,.,01,2,NA,NA
95947.927,0,1,4,12,NA,63,.,1,NA,2,NA,2,NA,8,3,3,1,12,183.333,323.3333,0,0,108,0,0,0,.,.,2,1,0,1,.,.,8,0,NA,NA,12,5,0,.,NA,.,11,2,NA,NA
20273.035,17962,1,1,12,NA,73,.,2,NA,1,NA,2,NA,8,2,1,1,12,2072,4171.2667,589.3333,456,659.6,290,0,0,.,.,2,1,1,8,.,.,8,0,NA,NA,36,2,0,.,NA,.,01,2,NA,NA
20221.254,140000,1,2,15,15,32,33,2,1,1,1,2,2,2,1,4,1,15,8665.667,19252.3333,1733.3333,1653.3333,3250,1203,0,0,.,0,1,4,2,10,80,60,2,2,06,03,08,8,18425,700,NA,30000,01,2,NA,NA
28919.464,44304,2,5,13,NA,44,.,2,NA,1,NA,2,NA,7,3,2,2,13,1204,4919.1334,806,137.3333,1640.6667,282,242,0,.,.,4,2,2,5,37,.,4,2,01,NA,NA,NA,3057,.,NA,.,01,2,NA,NA
25837.413,114062,1,2,13,12,66,63,1,2,1,1,2,2,1,1,1,1,13,2706.333,15343.4238,790,1257,1866.6,1140,0,0,.,.,2,2,2,6,40,20,2,2,06,06,09,1,32009,.,NA,.,01,2,NA,NA
16230.009,13848,1,2,11,NA,36,.,2,NA,2,NA,2,NA,7,5,3,1,11,944,3403.3333,1213.3333,325,0,25,60,0,.,.,5,4,1,6,.,.,8,0,NA,NA,01,6,0,.,NA,.,08,2,NA,NA
23032.854,26531,1,4,14,13,29,25,1,2,1,1,2,2,1,1,1,1,14,1840,3720.8001,1259.3333,166,0,163,0,0,.,.,4,2,1,3,20,27,2,2,11,10,42,2,1455,.,NA,.,08,2,NA,NA
18655.414,280500,1,1,16,NA,47,.,2,NA,1,NA,2,NA,8,5,3,1,16,9032,19869.8351,1646.6667,3103,0,886,0,0,.,.,4,1,1,4,50,.,1,1,04,NA,48,7,55732,.,NA,.,08,2,NA,NA
17794.003,58000,1,2,14,NA,57,.,2,NA,1,NA,2,NA,9,3,2,1,14,2057.667,5188.8333,1213.3333,400,866.6667,237,0,0,.,.,1,2,1,7,40,.,4,2,01,NA,39,3,5526,.,NA,.,01,2,NA,NA
23771.006,45400,1,3,14,NA,54,.,2,NA,1,NA,2,NA,9,3,1,1,14,1843.333,5319.8667,910,1088,382,262,0,0,.,.,2,2,2,6,40,.,4,2,01,NA,25,1,5087,.,NA,.,01,2,NA,NA
24021.292,30000,1,2,15,NA,44,.,2,NA,4,NA,2,NA,7,3,4,1,15,1732,4411.8334,346.6667,160,703.3333,316,0,0,.,.,1,2,2,6,40,.,1,1,04,NA,32,8,-1348,.,NA,.,01,2,NA,NA
28650.066,0,1,3,15,12,26,29,2,1,1,1,2,2,2,1,2,1,15,5798,9556.8333,1820,400,700,0,0,0,.,.,2,4,2,5,.,50,5,1,NA,11,39,3,2875,.,NA,.,01,2,NA,NA
25815.563,43200,1,4,14,12,49,48,1,2,1,1,2,2,3,1,1,1,14,2786,5788.5,1160,389.6667,953.3333,230,0,0,.,.,1,3,3,6,45,15,2,2,11,04,42,2,5108,.,NA,.,01,2,NA,NA
23713.246,1047,1,1,15,15,63,62,2,1,1,1,1,1,5,1,4,1,15,4111,5995.9,1126.6667,360,0,0,0,0,.,.,4,5,1,8,.,.,7,1,NA,NA,06,9,-6234,.,NA,.,01,2,NA,NA
25266.494,55000,1,3,14,13,26,28,1,2,1,1,2,2,1,1,1,1,14,2177,5719.0001,1186.6667,460,280,90,0,0,.,.,4,2,1,3,40,.,1,1,07,NA,25,1,6367,.,NA,.,08,2,NA,NA
18165.735,17040,1,4,11,NA,55,.,1,NA,1,NA,2,NA,8,3,3,1,11,669,2522.6,650,518,485.6,0,0,0,.,.,4,1,1,3,.,.,8,0,NA,NA,22,7,0,.,NA,.,01,2,NA,NA
23524.558,20600,1,3,13,NA,21,.,2,NA,2,NA,2,NA,7,5,2,1,13,1663.333,5645.8334,1430,923,0,431,535,0,.,.,4,3,0,4,45,.,1,1,04,NA,39,3,-7314,.,NA,.,08,2,NA,NA
22276.577,32523,1,4,11,12,76,72,1,2,1,1,1,1,1,1,4,1,12,2229,5006.2,1603.3333,100,739.2,0,0,0,.,.,4,2,1,4,15,.,1,1,10,NA,06,9,0,.,NA,.,08,2,NA,NA
19638.51,103000,1,1,15,NA,53,.,2,NA,2,NA,2,NA,8,5,3,1,15,2618.333,7989,473.3333,810,404,282,0,0,.,.,4,1,1,1,40,.,1,1,01,NA,51,5,24478,.,NA,.,08,2,NA,NA
13323.656,18000,1,1,10,11,39,49,2,1,1,1,1,1,3,1,4,1,11,3164,5713.5,771.3333,370.6667,242,232,5,0,.,.,4,4,1,4,.,40,5,1,NA,10,06,9,-6541,.,NA,.,08,2,NA,NA
18346.315,77000,1,3,15,14,57,59,2,1,2,2,2,2,3,1,3,1,15,4696.333,12479.8334,2166.6667,1590,900,154,0,0,.,.,1,3,4,6,40,40,2,2,04,01,37,5,6284,.,NA,.,01,2,NA,NA
16942.32,175000,1,1,14,15,50,44,1,2,1,1,2,2,3,1,2,1,15,7680.667,15050.9667,2166.6667,2650,1105,320,0,0,.,.,1,3,2,9,38,36,2,2,07,03,17,3,32542,.,NA,.,01,2,NA,NA
17851.154,78992,1,4,12,12,80,82,2,1,1,1,2,2,1,1,4,1,12,3758,36706.5333,2286.6667,2346,2145.2,1071,0,0,.,.,2,2,5,6,.,.,8,0,NA,NA,04,8,6265,.,NA,.,01,2,NA,NA
21579.914,21238,1,4,11,NA,48,.,1,NA,4,NA,2,NA,9,4,4,1,12,2761,14238.3333,1433.3333,8417.6667,0,290,0,173.3333,.,.,4,2,3,4,.,.,7,1,NA,NA,06,9,-3355,.,NA,.,04,2,NA,NA
16031.967,17796,1,4,11,10,59,62,2,1,1,1,1,1,1,1,3,1,11,799.333,2420.3333,797.3333,200,0,356,0,0,.,.,2,2,1,5,16,40,2,2,10,12,48,7,-275,.,NA,.,01,2,NA,NA
22017.535,79200,1,1,14,14,41,34,1,2,1,1,2,2,1,1,3,1,14,6464,11142.6667,1070,1430.6667,563.3333,385,0,563.3333,.,.,1,2,5,6,70,30,2,2,01,06,51,5,7539,.,NA,.,01,2,NA,NA
19873.103,33000,1,1,12,NA,55,.,1,NA,1,NA,2,NA,8,3,3,1,12,1380,2626.8334,416,120,0,290,0,0,.,.,4,1,1,3,40,.,1,1,10,NA,48,7,2946,.,NA,.,03,2,NA,NA
15955.062,34000,1,5,11,12,56,49,1,2,1,1,1,1,1,1,NA,1,12,936.333,3641.3,866.6667,901,0,210,0,0,.,.,2,2,3,5,40,40,2,2,10,11,NA,NA,4549,.,NA,.,01,2,NA,NA
17290.353,47062,1,2,12,NA,69,.,1,NA,1,NA,2,NA,8,3,3,1,12,451,2951.2667,554,760,503.6,260,0,0,.,.,2,1,1,5,.,.,8,0,NA,NA,01,6,3860,.,NA,.,01,2,NA,NA
12982.102,30924,1,4,13,NA,40,.,1,NA,1,NA,2,NA,8,5,2,1,13,1666,4470.6667,693.3333,641,1006,20,0,0,.,.,4,1,2,4,48,.,1,1,05,NA,31,4,3433,.,NA,.,01,2,NA,NA
23941.721,47930,1,4,16,NA,48,.,2,NA,4,NA,2,NA,7,3,3,1,16,922.667,3079.2667,346.6667,358,407.3333,62,0,0,.,.,2,2,1,4,30,.,1,1,03,NA,12,5,3422,.,NA,.,02,2,NA,NA
22556.607,1000,1,1,15,NA,29,.,1,NA,1,NA,2,NA,9,5,1,1,15,2641,3900.5001,520,110,476.6667,0,0,0,.,.,4,2,1,4,40,.,1,1,03,NA,42,2,-77,.,NA,.,09,2,NA,NA
22875.67,31000,1,1,12,13,36,44,2,1,2,2,2,2,1,1,3,1,13,1629,4505,780,183.3333,530,167,0,86.6667,.,.,4,2,0,4,40,50,2,2,07,11,48,7,1043,.,NA,.,08,2,NA,NA
13280.444,91300,1,2,13,12,50,50,2,1,1,1,2,2,1,1,2,1,13,916,5925.6667,1360.6667,854,0,438,0,130,.,.,2,2,4,6,40,30,2,2,04,12,29,4,11841,.,NA,.,01,2,NA,NA
18188.575,43717,1,1,15,NA,70,.,2,NA,1,NA,2,NA,8,5,3,1,15,1223.667,5632.0667,1416.6667,1831.6667,297,84,0,0,.,.,4,1,1,2,72,.,1,1,10,NA,11,5,5562,.,NA,.,07,2,NA,NA
23988.142,130000,1,3,15,12,63,64,1,2,1,1,2,2,1,1,3,1,15,1818,10722.3334,2656.6667,580,960,698,0,0,.,.,2,2,3,5,40,40,2,2,03,03,45,5,26028,.,NA,.,01,2,NA,NA
22780.807,22378,1,4,12,NA,87,.,1,NA,1,NA,2,NA,8,2,4,1,12,727,1383.2667,346.6667,0,309.6,0,0,0,.,.,2,1,0,3,.,.,8,0,NA,NA,04,8,-25,.,NA,.,09,2,NA,NA
26362.464,100000,1,2,16,NA,26,.,1,NA,4,NA,2,NA,8,5,4,1,16,4216,8392,1343.3333,777.6667,534,182,0,0,.,.,4,1,1,1,40,.,1,1,03,NA,06,9,24472,.,NA,.,08,2,NA,NA
19682.009,44000,1,2,00,NA,54,.,2,NA,1,NA,1,NA,9,5,2,1,12,8170,12522.9667,866.6667,500,2354,60,0,0,.,.,2,3,1,5,.,.,7,2,NA,NA,27,4,-434,.,NA,.,09,2,NA,NA
16654.796,94000,1,2,16,15,62,62,1,2,1,1,2,2,1,1,3,1,16,4029.333,17185.0001,1646.6667,2320,1446,686,100,0,.,.,2,2,4,10,40,8,2,2,03,04,37,5,9269,.,NA,.,01,2,NA,NA
17988.625,55000,1,1,15,15,63,66,2,1,4,4,2,2,1,1,1,1,15,4890.667,7834.4666,1298,232,1243.6,0,0,0,.,.,1,2,1,4,40,.,1,1,10,NA,36,2,8451,.,NA,.,08,2,NA,NA
24352.847,12656,1,4,12,12,72,72,2,1,1,1,2,2,1,1,3,1,12,2746,5498.5333,1646.6667,514,487.2,299,0,0,.,.,1,2,1,5,.,.,8,0,NA,NA,12,5,0,.,NA,.,01,2,NA,NA
20375.29,16722,1,3,12,NA,79,.,2,NA,1,NA,2,NA,8,2,2,1,12,707.667,2797.6,364,503,938.6,141,0,0,.,.,2,1,1,4,.,.,8,0,NA,NA,20,4,-216,.,NA,.,01,2,NA,NA
16051.884,28000,1,3,14,NA,40,.,2,NA,1,NA,2,NA,7,3,2,1,14,1130,3548,910,309,0,40,0,650,.,.,4,4,1,6,30,.,1,1,06,NA,31,4,-7152,.,NA,.,08,2,NA,NA
21788.504,35444,1,2,11,12,67,66,1,2,1,1,2,2,1,1,3,1,12,2201.333,3568.8667,1194,11,563.2,0,0,0,.,.,1,2,4,5,.,.,8,0,NA,NA,37,5,0,.,NA,.,01,2,NA,NA
21349.888,1462,1,2,15,11,70,70,1,2,1,1,2,2,1,1,1,1,15,581.333,3021.8667,1345.3333,400,487.2,200,0,0,.,.,2,2,2,.,.,.,8,0,NA,NA,36,2,-275,.,NA,.,01,2,NA,NA
12782.273,74696,1,3,13,15,80,82,1,2,1,1,2,2,1,1,4,1,15,3331.333,47899.8667,1040,36220,5067.2,340,0,0,.,.,2,2,4,7,.,.,8,0,NA,NA,49,8,3778,.,NA,.,01,2,NA,NA
17236.118,77000,1,5,12,12,53,50,1,2,1,1,2,2,1,1,NA,2,12,1036.333,4635.6999,520,550,24,472,0,0,.,.,2,2,4,8,56,45,2,2,08,03,NA,NA,8345,.,NA,.,01,2,NA,NA
19297.875,0,2,4,12,NA,63,.,2,NA,1,NA,2,NA,8,2,3,2,12,1634.333,3710.4,954.6667,530,80,410,0,0,.,.,2,1,0,6,28,.,1,1,07,NA,47,6,-502,.,NA,.,01,2,NA,NA
24879.775,75000,1,1,13,12,50,50,1,2,1,1,2,2,3,1,1,1,13,7155.667,9987.6667,2860,820,800,220,0,0,.,.,1,4,2,8,40,.,1,1,05,NA,34,2,4341,.,NA,.,01,2,NA,NA
24223.126,37000,1,2,11,NA,28,.,1,NA,1,NA,1,NA,9,5,3,1,15,1460,3686.1667,996.6667,300,242.6667,166,0,0,.,.,4,2,2,4,40,.,4,2,11,NA,21,6,3136,.,NA,.,06,2,NA,NA
28209.457,114200,1,2,13,16,52,53,2,1,1,1,2,2,1,1,2,1,16,5842.667,12546.5,1449,717,238.6667,1392,0,0,.,.,1,2,2,7,24,40,2,2,10,03,55,3,15014,.,NA,.,01,2,NA,NA
20771.67,49912,1,4,13,14,43,41,2,1,1,1,2,2,4,1,3,1,14,1255.667,8003.9333,3250,566,1153.6,884,0,0,.,.,2,4,3,6,.,39,6,2,NA,05,12,5,-6151,.,NA,.,09,2,NA,NA
23794.683,74824,1,4,13,12,75,74,1,2,1,1,2,2,4,1,4,1,13,1023.333,4023.5333,1196,472,1017.2,275,0,0,.,.,2,3,2,11,.,.,8,0,NA,NA,49,8,5108,.,NA,.,01,2,NA,NA
26074.874,57000,1,2,13,15,30,33,2,1,2,2,2,2,2,1,3,1,15,2594.333,7689.5001,476.6667,726.6667,1240,730,190,0,.,.,4,3,2,4,40,40,2,2,10,03,12,5,2943,.,NA,.,08,2,NA,NA
21072.757,52000,1,3,12,NA,61,.,1,NA,1,NA,2,NA,9,1,3,1,12,2494,6394.6667,1386.6667,309,1729,180,0,0,.,.,1,2,5,5,40,.,1,1,07,NA,45,5,6070,.,NA,.,01,2,NA,NA
16226.538,7000,1,2,14,NA,34,.,1,NA,1,NA,2,NA,8,3,2,1,14,1638.333,4031.0001,303.3333,1413.3333,0,234,253,26,.,.,4,1,3,2,15,.,1,1,12,NA,27,4,-1712,.,NA,.,07,2,NA,NA
18922.365,10068,1,1,13,NA,87,.,2,NA,1,NA,2,NA,8,2,1,1,13,1341.333,2463.6667,418,66.6667,190,206,0,0,.,.,4,1,0,3,.,.,8,0,NA,NA,36,2,0,.,NA,.,07,2,NA,NA
19414.497,247000,1,1,15,12,43,43,2,1,1,1,2,2,4,1,3,1,15,3646.333,11666.7334,1966.6667,860.6667,1040,100,0,0,.,.,1,5,4,8,40,60,3,3,02,11,48,7,38519,.,NA,.,01,2,NA,NA
20858.024,0,1,2,12,11,80,78,1,2,1,1,2,2,1,1,1,1,12,2821.333,3285.8667,1056.6667,208,507.2,200,0,216.6667,.,.,1,2,1,5,.,.,8,0,NA,NA,36,2,-264,.,NA,.,09,2,NA,NA
22671.337,0,1,3,14,12,65,65,2,1,1,1,2,2,1,1,3,1,14,533.667,2653,1345.3333,600,0,0,0,0,.,.,2,2,2,.,.,.,8,0,NA,NA,37,5,0,.,NA,.,01,2,NA,NA
17898.257,112000,1,4,16,15,38,37,1,2,1,1,2,2,3,1,2,1,16,2478.333,8871.0001,1730,523.3333,940.6667,441,0,173.3333,.,.,1,4,2,9,40,40,2,2,01,04,31,4,13297,.,NA,.,01,2,NA,NA
20816.015,18878,1,1,12,NA,87,.,2,NA,1,NA,2,NA,8,2,3,1,12,929.667,2991.6,477.3333,0,713.6,83,0,0,.,.,2,1,0,4,.,.,8,0,NA,NA,51,5,0,.,NA,.,02,2,NA,NA
17005.818,129524,1,1,12,NA,66,.,2,NA,1,NA,2,NA,9,2,4,1,13,6678,11110.4333,1300,601.3333,1197.6,218,135,0,.,.,1,2,2,8,40,.,4,2,03,NA,06,9,21906,.,NA,.,01,2,NA,NA
8057.845,14638,1,2,11,NA,69,.,2,NA,2,NA,2,NA,8,2,2,1,11,594,1313.6,86.6667,80,466.6,0,0,43.3333,.,.,4,1,1,3,.,.,8,0,NA,NA,17,3,0,.,NA,.,08,2,NA,NA
17350.289,85000,1,2,16,NA,60,.,1,NA,1,NA,1,NA,8,3,3,1,16,3840,7756.6668,1820,383,300,46,0,0,.,.,1,1,1,7,60,.,1,1,01,NA,12,5,11630,.,NA,.,01,2,NA,NA
16589.918,0,1,1,15,15,36,36,2,1,1,1,2,2,3,1,4,1,15,2587.333,14221.6001,4333.3333,1235,1e3,347,1100,0,.,.,1,4,0,4,40,40,2,2,03,03,06,9,32817,.,NA,.,06,2,NA,NA
19334.975,36801,1,1,15,NA,67,.,1,NA,4,NA,2,NA,9,2,1,1,15,3398,5558.0999,910,100,243.6,142,0,0,.,.,4,2,0,4,35,.,4,2,10,NA,36,2,2114,.,NA,.,08,2,NA,NA
15370.806,1020,1,2,13,NA,40,.,2,NA,1,NA,2,NA,8,5,2,1,13,1287,1792.2667,234,40,286.6,158,0,0,.,.,1,1,1,5,.,.,8,0,NA,NA,39,3,0,.,NA,.,01,2,NA,NA
12783.039,28122,1,2,11,13,62,72,2,1,2,2,2,2,1,1,3,1,13,1007.333,4390.8667,693.3333,606,487.2,390,0,0,.,.,2,2,1,6,.,.,8,0,NA,NA,12,5,0,.,NA,.,01,2,NA,NA
21360.825,157200,1,3,14,13,47,46,1,2,1,1,2,2,1,1,3,1,14,5352.333,24774.5787,1473.3333,4200,10037,100,600,0,.,.,1,2,4,8,40,40,2,2,01,04,22,7,35072,.,NA,.,01,2,NA,NA
16321.217,148000,1,2,16,16,35,46,2,1,6,1,2,2,2,1,2,1,16,12105,25642.7452,3839.3333,1715,840,890,708,0,.,.,4,3,0,5,60,60,2,2,03,01,39,3,110701,.,NA,.,08,2,NA,NA
30677.609,172050,1,4,16,16,30,30,1,2,1,1,2,2,1,1,2,1,16,7744.667,16137.6667,1080.6667,446,1344.6667,1317,0,0,.,.,1,2,2,6,80,34,2,2,03,03,26,3,32101,.,NA,.,01,2,NA,NA
15644.636,74496,1,3,12,12,73,72,2,1,1,1,2,2,1,1,1,1,12,569.667,3726.3667,650,290,1573.8667,0,0,0,.,.,2,2,2,5,.,40,5,1,NA,10,25,1,6274,.,NA,.,01,2,NA,NA
27045.739,251300,1,2,15,15,55,59,2,1,1,1,2,2,1,1,4,1,15,6027,18102.4452,2676.6667,1967.3333,227,2569,0,0,.,.,2,2,2,8,55,45,2,2,03,03,53,9,79843,.,NA,.,01,2,NA,NA
23013.062,13463,1,5,12,11,62,63,2,1,1,1,2,2,1,1,3,2,12,1972,6803.6786,520,800,543.6,308,0,0,.,0,2,2,2,7,.,25,5,1,NA,05,NA,7,4847,.,NA,.,01,2,NA,NA
