FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
17010.298,15600,1,1,14,12,56,59,2,1,1,1,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,.,0,1,2,2,9,20,.,1,1,10,NA,12,5,0,.,NA,.,01,2,NA,NA
2610.911,79066,1,4,15,NA,41,.,2,NA,1,NA,2,NA,7,4,4,1,15,0,0,0,0,0,0,0,0,.,50000,4,3,1,4,40,.,1,1,03,NA,02,9,7021,.,NA,.,07,2,NA,NA
21452.772,26662,1,4,12,NA,66,.,1,NA,1,NA,1,NA,9,4,4,1,13,0,0,0,0,0,0,0,0,.,0,4,2,2,1,.,.,7,1,NA,NA,06,9,-3343,.,NA,.,09,2,NA,NA
21570.961,56000,1,3,13,14,53,53,2,1,1,1,2,2,3,1,2,1,14,0,0,0,0,0,0,0,0,.,60000,4,3,4,4,35,50,2,2,04,09,31,4,5333,25,NA,2000,01,2,NA,NA
16819.44,29575,1,2,15,NA,65,.,2,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,.,0,4,1,0,3,24,.,1,1,10,NA,53,9,2037,.,NA,300,08,2,NA,NA
18740.741,23760,1,5,11,NA,78,.,2,NA,1,NA,2,NA,9,2,NA,2,11,0,0,0,0,0,0,0,0,.,0,2,2,2,6,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
23494.476,124000,1,5,14,13,38,39,1,2,1,1,2,2,3,1,NA,2,14,0,0,0,0,0,0,0,0,.,.,5,4,3,7,40,40,2,2,12,03,NA,NA,14194,.,NA,5000,01,2,NA,NA
16037.343,423500,1,1,16,15,46,48,1,2,1,1,2,2,3,1,4,1,16,0,0,0,0,0,0,0,0,241,500000,4,3,1,7,40,40,2,2,03,01,06,9,121688,.,NA,.,01,2,NA,NA
25762.424,12000,1,2,15,NA,34,.,1,NA,1,NA,2,NA,8,5,3,1,15,0,0,0,0,0,0,0,0,.,.,1,1,2,5,50,.,1,1,06,NA,37,5,-201,.,NA,.,11,2,NA,NA
8124.786,74829,2,5,15,NA,33,.,1,NA,1,NA,2,NA,8,5,1,2,15,0,0,0,0,0,0,0,0,.,102521,4,1,1,4,38,.,1,1,07,NA,NA,NA,11383,0,NA,674,08,2,NA,NA
13947.077,74845,1,4,16,16,35,35,2,1,1,1,2,2,3,1,2,1,16,0,0,0,0,0,0,0,0,.,60000,1,5,3,11,.,40,5,1,NA,01,31,4,4670,.,NA,.,01,2,NA,NA
13528.086,12803,1,2,13,NA,73,.,2,NA,1,NA,2,NA,8,3,4,1,13,0,0,0,0,0,0,0,0,.,563000,1,1,1,4,.,.,8,0,NA,NA,06,9,0,0,NA,2327,05,2,NA,NA
14708.896,56696,1,5,10,10,53,55,2,1,1,1,1,1,4,1,NA,2,11,0,0,0,0,0,0,0,0,.,0,1,3,2,6,40,40,2,2,13,13,NA,NA,2229,.,NA,.,09,2,NA,NA
21135.876,0,1,4,12,12,48,47,2,1,2,2,2,2,4,1,2,1,12,0,0,0,0,0,0,0,0,.,.,1,3,2,5,40,40,3,3,03,01,26,3,7512,.,NA,.,01,2,NA,NA
10117.407,337702,2,5,16,15,54,50,1,2,1,1,2,2,4,1,1,2,16,0,0,0,0,0,0,0,0,.,400000,1,4,2,9,55,45,3,4,03,06,NA,NA,35048,0,NA,2000,01,2,NA,NA
24485.413,14452,1,3,15,NA,61,.,2,NA,1,NA,2,NA,8,3,1,1,15,0,0,0,0,0,0,0,0,.,235000,2,1,1,5,16,.,1,1,04,NA,25,1,879,.,NA,.,01,2,NA,NA
16741.009,8796,1,4,15,NA,60,.,2,NA,2,NA,2,NA,8,5,3,1,15,0,0,0,0,0,0,0,0,.,0,4,1,1,4,.,.,8,0,NA,NA,28,6,0,.,NA,.,08,2,NA,NA
15248.454,140000,1,1,15,15,41,41,1,2,1,1,2,2,2,1,1,1,15,0,0,0,0,0,0,0,0,.,0,1,3,2,6,40,25,2,2,06,03,42,2,29957,.,NA,.,02,2,NA,NA
16789.517,1008,2,4,12,15,50,52,1,2,1,1,2,2,1,1,3,2,15,0,0,0,0,0,0,0,0,.,.,1,2,3,5,44,.,1,1,12,NA,47,6,8671,.,NA,.,01,2,NA,NA
19205.167,24000,1,1,16,NA,25,.,1,NA,1,NA,2,NA,8,5,3,1,16,0,0,0,0,0,0,0,0,.,0,4,1,3,4,50,.,1,1,10,NA,48,7,1601,.,NA,.,08,2,NA,NA
16582.18,36608,1,2,12,NA,71,.,1,NA,1,NA,2,NA,8,1,4,1,12,0,0,0,0,0,0,0,0,.,0,2,1,2,5,.,.,8,0,NA,NA,08,8,562,.,NA,.,01,2,NA,NA
23638.14,75000,1,1,12,NA,46,.,1,NA,1,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,.,4500,1,1,7,.,50,.,1,1,07,NA,51,5,11992,.,NA,3700,01,2,NA,NA
19045.971,70375,1,2,15,16,63,65,1,2,1,1,2,1,5,1,3,1,16,0,0,0,0,0,0,0,0,.,.,4,3,2,6,.,39,5,1,NA,02,12,5,5146,.,NA,.,01,2,NA,NA
20250.293,9600,1,2,13,NA,62,.,2,NA,3,NA,2,NA,8,2,4,1,13,0,0,0,0,0,0,0,0,.,0,1,1,3,4,.,.,8,0,NA,NA,06,9,0,.,NA,.,01,2,NA,NA
22336.234,39500,1,2,13,12,50,47,1,2,2,2,2,2,4,1,3,1,13,0,0,0,0,0,0,0,0,0,0,4,6,4,4,47,.,4,3,10,NA,37,5,-7184,.,NA,400,03,2,NA,NA
30460.636,407000,1,2,16,NA,48,.,1,NA,4,NA,2,NA,9,3,4,1,16,0,0,0,0,0,0,0,0,.,200000,1,3,7,7,55,.,4,3,08,NA,06,9,83453,.,NA,.,01,2,NA,NA
21464.726,0,1,2,14,12,57,31,1,2,1,1,2,2,3,1,4,1,14,0,0,0,0,0,0,0,0,.,.,2,4,4,7,50,.,1,1,03,NA,04,8,184847,.,NA,.,01,2,NA,NA
25252.097,0,1,4,12,14,28,32,2,1,1,1,2,2,2,1,4,1,14,0,0,0,0,0,0,0,0,.,.,1,3,3,5,60,32,2,2,10,12,06,9,912,.,NA,.,01,2,NA,NA
34486.085,0,2,5,11,13,59,60,1,2,1,1,2,2,1,1,2,2,13,0,0,0,0,0,0,0,0,.,150000,1,2,4,6,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
24744.39,31000,1,2,12,NA,63,.,2,NA,1,NA,2,NA,8,3,1,1,12,0,0,0,0,0,0,0,0,.,.,4,1,1,6,40,.,1,1,11,NA,42,2,3603,.,NA,100,09,2,NA,NA
27652.532,56000,1,2,13,13,40,39,1,2,2,2,2,2,4,1,4,1,13,0,0,0,0,0,0,0,0,.,0,4,4,1,8,40,40,2,2,10,04,32,8,2286,.,NA,.,01,2,NA,NA
19621.02,27000,1,1,13,10,75,55,2,1,1,1,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,.,0,4,2,1,3,.,50,5,1,NA,10,48,7,524,.,NA,.,08,2,NA,NA
21779.099,75507,1,5,16,16,63,63,2,1,1,1,2,2,1,1,NA,2,16,0,0,0,0,0,0,0,0,.,.,1,2,3,8,10,45,2,2,02,07,NA,NA,7543,.,NA,.,01,2,NA,NA
18583.435,18218,1,3,15,NA,46,.,2,NA,1,NA,2,NA,7,3,2,1,15,0,0,0,0,0,0,0,0,0,11540,1,4,3,10,22,.,4,2,04,NA,39,3,-3171,120,NA,14000,01,2,NA,NA
28799.105,140000,1,2,16,16,37,43,2,1,1,1,2,2,3,1,3,1,16,0,0,0,0,0,0,0,0,.,.,1,4,3,10,.,60,5,1,NA,03,01,6,12954,.,NA,.,01,2,NA,NA
25441.345,188000,1,4,15,15,63,61,1,2,1,1,2,2,4,1,4,1,15,0,0,0,0,0,0,0,0,1500,250000,1,4,4,8,60,40,3,4,07,02,06,9,29824,250,NA,51839,01,2,NA,NA
18336.033,0,1,2,14,NA,35,.,2,NA,1,NA,1,NA,7,5,4,1,14,0,0,0,0,0,0,0,0,.,.,4,2,1,6,.,.,7,1,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
18860.142,30000,1,1,10,NA,52,.,1,NA,1,NA,1,NA,8,5,2,1,10,0,0,0,0,0,0,0,0,.,0,1,1,0,4,40,.,1,1,11,NA,17,3,3181,.,NA,.,01,2,NA,NA
28233.404,95060,1,3,12,12,41,45,2,1,1,1,2,2,3,1,1,1,12,0,0,0,0,0,0,0,0,.,0,1,4,2,6,20,52,3,3,10,11,25,1,10885,.,NA,.,01,2,NA,NA
26261.516,142000,1,4,15,15,47,53,2,1,1,1,2,2,1,1,4,1,15,0,0,0,0,0,0,0,0,.,500000,2,2,1,7,40,40,2,2,01,12,06,9,29196,.,NA,.,01,2,NA,NA
20010.264,0,1,1,12,NA,87,.,1,NA,1,NA,2,NA,8,2,3,1,12,0,0,0,0,0,0,0,0,.,.,2,1,2,6,.,.,8,0,NA,NA,48,7,492,.,NA,.,01,2,NA,NA
17918.234,874,1,4,13,NA,70,.,2,NA,1,NA,2,NA,8,3,3,1,13,0,0,0,0,0,0,0,0,.,0,2,1,1,5,.,.,8,0,NA,NA,48,7,0,.,NA,.,01,2,NA,NA
18286.927,6000,1,1,15,NA,41,.,2,NA,1,NA,1,NA,7,1,1,1,15,0,0,0,0,0,0,0,0,.,0,4,3,0,3,.,.,8,0,NA,NA,36,2,-200,.,NA,.,08,2,NA,NA
13273.969,35473,2,4,13,12,53,53,1,2,1,1,2,2,1,1,3,2,13,0,0,0,0,0,0,0,0,.,12000,2,2,1,8,.,30,5,1,NA,03,21,6,1080,.,NA,.,01,2,NA,NA
26656.814,128000,1,2,15,15,30,26,1,2,1,1,2,2,1,1,1,1,15,0,0,0,0,0,0,0,0,.,50000,1,2,2,7,40,40,2,2,01,01,09,1,22072,.,NA,3000,01,2,NA,NA
13559.299,0,1,1,13,15,75,69,2,1,1,1,2,2,1,1,4,1,15,0,0,0,0,0,0,0,0,.,.,2,2,3,6,.,36,5,1,NA,10,06,9,14047,.,NA,.,01,2,NA,NA
21613.306,121401,1,3,13,14,44,46,2,1,1,1,2,2,4,1,3,1,14,0,0,0,0,0,0,0,0,.,200000,1,5,6,10,40,40,3,4,04,03,45,5,12213,2735,NA,51839,01,2,NA,NA
5832.465,58400,1,3,14,NA,64,.,2,NA,6,NA,2,NA,8,3,4,1,14,0,0,0,0,0,0,0,0,.,.,1,1,0,5,40,.,1,1,04,NA,15,9,5808,.,NA,.,01,2,NA,NA
22792.009,106701,1,1,14,13,60,51,1,2,1,1,2,2,3,1,1,1,14,0,0,0,0,0,0,0,0,.,85000,2,4,2,5,40,40,2,2,10,10,36,2,8891,.,NA,.,08,2,NA,NA
31953.552,152406,1,3,15,12,74,68,1,2,1,1,2,2,1,1,3,1,15,0,0,0,0,0,0,0,0,.,1788226,2,2,3,7,50,.,1,1,01,NA,12,5,22505,.,NA,.,01,2,NA,NA
19423.82,21811,1,2,16,NA,70,.,1,NA,1,NA,2,NA,8,1,4,1,16,0,0,0,0,0,0,0,0,.,0,4,1,0,3,40,.,1,1,10,NA,32,8,0,.,NA,.,08,2,NA,NA
48953.335,4000,1,4,12,NA,30,.,1,NA,2,NA,2,NA,9,4,3,1,12,0,0,0,0,0,0,0,0,.,0,4,3,1,3,40,.,4,2,11,NA,37,5,-755,.,NA,.,02,2,NA,NA
16280.793,101000,1,2,15,16,36,36,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,80,30000,1,2,2,7,40,45,2,2,10,03,39,3,11177,200,NA,7000,01,2,NA,NA
15172.973,122800,1,2,11,11,27,28,2,1,1,1,1,1,5,1,4,1,13,0,0,0,0,0,0,0,0,.,0,4,6,5,7,50,55,3,6,03,03,08,8,23078,.,NA,.,04,2,NA,NA
23400.941,187500,1,2,12,12,65,65,1,2,1,1,2,2,1,1,3,1,12,0,0,0,0,0,0,0,0,.,.,2,2,3,11,30,.,1,1,01,NA,37,5,57367,.,NA,.,01,2,NA,NA
23203.707,105000,1,2,16,16,41,38,1,2,1,1,2,2,2,1,2,1,16,0,0,0,0,0,0,0,0,.,.,1,4,0,8,40,.,1,1,03,NA,26,3,10917,.,NA,2500,01,2,NA,NA
17282.558,46569,1,2,16,NA,75,.,2,NA,1,NA,2,NA,8,3,2,1,16,0,0,0,0,0,0,0,0,.,0,2,1,0,6,.,.,8,0,NA,NA,26,3,898,.,NA,.,01,2,NA,NA
14882.129,39753,1,2,13,11,81,76,1,2,1,1,2,2,5,1,4,1,13,0,0,0,0,0,0,0,0,.,0,4,3,2,4,.,.,8,0,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
22140.892,48000,1,4,15,NA,62,.,1,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,.,.,4,1,1,5,40,.,1,1,03,NA,49,8,7533,.,NA,.,01,2,NA,NA
14463.996,81540,1,1,14,15,55,54,1,2,1,1,2,2,3,1,2,1,15,0,0,0,0,0,0,0,0,.,150000,1,3,2,7,.,40,5,1,NA,02,17,3,3208,.,NA,.,01,2,NA,NA
19917.335,19126,1,5,13,NA,78,.,2,NA,1,NA,2,NA,8,2,3,2,13,0,0,0,0,0,0,0,0,.,0,2,1,1,5,25,.,1,1,10,NA,NA,7,0,.,NA,4500,01,2,NA,NA
19545.51,1462,1,3,12,12,58,74,2,1,2,1,2,2,4,1,3,1,12,0,0,0,0,0,0,0,0,.,0,4,3,2,4,.,.,7,1,NA,NA,12,5,-5451,.,NA,.,01,2,NA,NA
25045.096,43000,1,3,13,13,25,31,2,1,1,1,2,2,2,1,2,1,13,0,0,0,0,0,0,0,0,.,1000,1,4,1,8,30,50,2,2,07,03,20,4,-1221,.,NA,.,01,2,NA,NA
38591.603,54000,2,5,16,NA,60,.,2,NA,2,NA,2,NA,7,5,3,2,16,0,0,0,0,0,0,0,0,.,80000,2,3,1,5,40,.,1,1,02,NA,NA,NA,2269,30,NA,500,01,2,NA,NA
8671.188,18488,2,5,11,NA,87,.,1,NA,1,NA,2,NA,8,2,1,2,11,0,0,0,0,0,0,0,0,.,.,5,1,0,5,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,01,2,NA,NA
17490.977,179200,1,2,15,15,57,53,1,2,1,1,2,2,4,1,4,1,15,0,0,0,0,0,0,0,0,.,.,1,3,2,7,40,40,2,2,03,02,06,9,33752,.,NA,20000,01,2,NA,NA
19154.74,16656,1,4,12,NA,45,.,2,NA,1,NA,2,NA,8,5,1,1,12,0,0,0,0,0,0,0,0,.,0,4,1,0,4,.,.,8,0,NA,NA,42,2,0,.,NA,.,08,2,NA,NA
23479.942,86000,1,2,14,NA,54,.,2,NA,1,NA,1,NA,9,3,4,1,14,0,0,0,0,0,0,0,0,.,75000,1,3,4,5,40,.,4,2,03,NA,53,9,8450,.,NA,500,01,2,NA,NA
15279.34,24692,1,2,12,12,75,65,1,2,1,1,1,1,1,1,4,1,12,0,0,0,0,0,0,0,0,.,0,2,2,2,6,.,.,8,0,NA,NA,06,9,0,.,NA,.,01,2,NA,NA
17804.817,31000,1,1,13,NA,58,.,1,NA,1,NA,1,NA,8,3,1,1,13,0,0,0,0,0,0,0,0,.,0,5,1,1,4,40,.,1,1,01,NA,34,2,3106,600,NA,16000,08,2,NA,NA
22501.993,0,1,3,15,14,64,59,2,1,1,1,2,2,1,1,1,1,15,0,0,0,0,0,0,0,0,.,.,1,2,2,7,7,60,2,2,10,03,25,1,9537,.,NA,.,01,2,NA,NA
14690.307,43000,1,2,13,NA,26,.,1,NA,4,NA,2,NA,8,5,3,1,13,0,0,0,0,0,0,0,0,.,0,4,1,1,6,50,.,1,1,07,NA,24,5,6312,.,NA,.,06,2,NA,NA
17418.081,53400,1,2,15,NA,53,.,1,NA,1,NA,2,NA,8,5,2,1,15,0,0,0,0,0,0,0,0,.,140000,4,1,0,3,41,.,1,1,04,NA,27,4,10504,0,NA,800,08,2,NA,NA
27251.694,73000,1,2,14,12,54,52,2,1,1,1,2,2,1,1,2,1,14,0,0,0,0,0,0,0,0,.,0,1,2,3,7,20,60,2,2,01,12,39,3,8486,.,NA,.,01,2,NA,NA
22337.338,58000,1,1,13,NA,61,.,2,NA,1,NA,2,NA,8,3,3,1,13,0,0,0,0,0,0,0,0,.,350000,2,1,1,7,40,.,1,1,04,NA,13,5,10734,.,NA,.,01,2,NA,NA
20130.336,30400,1,1,12,12,78,76,1,2,1,1,2,2,1,1,3,1,12,0,0,0,0,0,0,0,0,.,.,2,2,1,7,70,.,1,1,10,NA,48,7,0,.,NA,.,01,2,NA,NA
21607.727,134207,1,2,12,12,40,41,2,1,1,1,2,2,4,1,2,1,13,0,0,0,0,0,0,0,0,0,.,1,5,4,8,40,40,3,4,04,01,55,3,17402,83,NA,10000,01,2,NA,NA
13549.375,150000,1,2,16,NA,55,.,1,NA,1,NA,2,NA,8,3,3,1,16,0,0,0,0,0,0,0,0,.,450000,4,1,1,4,60,.,1,1,05,NA,12,5,31664,.,NA,.,07,2,NA,NA
30502.565,300000,1,1,15,15,52,56,2,1,1,1,2,2,3,1,3,1,15,0,0,0,0,0,0,0,0,.,.,1,4,2,13,55,40,2,2,03,06,13,5,147447,.,NA,.,01,2,NA,NA
16282.067,9260,1,1,11,12,47,49,2,1,1,1,1,1,3,1,4,1,12,0,0,0,0,0,0,0,0,.,0,4,4,1,6,40,.,1,1,10,NA,06,9,-3950,.,NA,.,01,2,NA,NA
19450.151,50000,1,4,16,NA,28,.,1,NA,1,NA,2,NA,8,5,3,1,16,0,0,0,0,0,0,0,0,.,0,4,1,1,6,50,.,1,1,05,NA,01,6,7651,.,NA,.,01,2,NA,NA
24398.195,13044,1,5,13,NA,72,.,1,NA,1,NA,2,NA,8,2,NA,2,13,0,0,0,0,0,0,0,0,.,0,2,1,3,7,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,09,2,NA,NA
26723.099,110005,1,1,15,15,31,31,1,2,1,1,2,2,2,1,2,1,15,0,0,0,0,0,0,0,0,.,78000,1,3,2,9,45,40,2,2,06,01,17,3,92974,.,NA,.,01,2,NA,NA
23286.852,60000,1,2,12,12,50,64,2,1,1,1,2,1,1,1,3,1,12,0,0,0,0,0,0,0,0,.,.,4,2,3,4,40,45,2,2,05,12,37,5,7235,.,NA,1400,01,2,NA,NA
16293.201,84940,1,5,13,12,72,67,1,2,1,1,2,2,4,1,NA,2,13,0,0,0,0,0,0,0,0,.,0,1,3,3,5,.,40,6,2,NA,01,NA,NA,2846,.,NA,2500,01,2,NA,NA
17053.64,15238,1,3,13,NA,66,.,1,NA,2,NA,2,NA,9,1,3,1,14,0,0,0,0,0,0,0,0,.,0,4,2,0,3,.,.,8,0,NA,NA,45,5,0,.,NA,.,08,2,NA,NA
19941.207,150200,1,5,13,16,58,49,1,2,2,2,2,2,4,1,3,2,16,0,0,0,0,0,0,0,0,.,.,2,4,4,6,40,40,3,3,12,02,NA,7,21244,.,NA,.,01,2,NA,NA
20418.421,15862,1,1,12,NA,87,.,2,NA,1,NA,2,NA,8,2,1,1,12,0,0,0,0,0,0,0,0,.,0,4,1,0,3,.,.,8,0,NA,NA,42,2,0,.,NA,.,08,2,NA,NA
16409.67,18000,1,1,15,NA,66,.,1,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,.,.,4,1,1,6,.,.,8,0,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
18129.056,51662,1,4,13,NA,50,.,2,NA,2,NA,2,NA,9,3,3,1,13,0,0,0,0,0,0,0,0,0,0,4,2,1,5,55,.,1,1,01,NA,01,6,6523,27,NA,250,01,2,NA,NA
20873.232,60000,1,1,12,NA,61,.,1,NA,2,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,.,105000,1,1,2,6,40,.,1,1,01,NA,48,7,8244,.,NA,.,01,2,NA,NA
11577.577,384,1,1,13,NA,67,.,2,NA,1,NA,2,NA,8,3,1,1,13,0,0,0,0,0,0,0,0,.,.,2,1,1,7,.,.,8,0,NA,NA,36,2,-375,.,NA,.,02,2,NA,NA
23704.814,8662,1,3,13,NA,73,.,2,NA,1,NA,2,NA,8,2,3,1,13,0,0,0,0,0,0,0,0,.,.,1,1,1,3,.,.,8,0,NA,NA,12,5,0,.,NA,.,01,2,NA,NA
18063.532,23000,1,1,13,12,77,71,1,2,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,.,0,4,2,1,3,40,.,1,1,08,NA,10,5,0,2,NA,950,08,2,NA,NA
25914.828,27178,1,4,15,NA,62,.,2,NA,1,NA,2,NA,9,3,4,1,15,0,0,0,0,0,0,0,0,.,0,4,2,1,5,30,.,1,1,06,NA,06,9,-2533,25,NA,1800,01,2,NA,NA
17336.612,35000,1,2,12,NA,59,.,1,NA,1,NA,2,NA,8,5,4,1,12,0,0,0,0,0,0,0,0,.,0,4,1,1,4,40,.,1,1,10,NA,41,9,5489,.,NA,.,08,2,NA,NA
21399.639,6827,1,2,11,NA,76,.,2,NA,1,NA,2,NA,8,4,4,1,11,0,0,0,0,0,0,0,0,.,0,4,1,0,3,.,.,8,0,NA,NA,06,9,0,.,NA,.,11,2,NA,NA
21632.74,63580,1,4,10,10,56,50,1,2,1,1,1,1,4,1,4,1,13,0,0,0,0,0,0,0,0,.,0,1,5,3,6,30,40,3,4,13,12,04,8,-2417,.,NA,5000,01,2,NA,NA
25986.618,123000,1,2,16,12,43,53,2,1,1,1,1,2,4,1,3,1,16,0,0,0,0,0,0,0,0,.,20000,1,4,5,9,20,50,3,3,06,05,12,5,18361,200,NA,12000,01,2,NA,NA
21608.362,100000,1,2,16,NA,51,.,2,NA,1,NA,2,NA,8,5,4,1,16,0,0,0,0,0,0,0,0,.,.,1,1,1,4,40,.,1,1,01,NA,06,9,14175,.,NA,.,08,2,NA,NA
20226.053,200000,1,2,12,13,42,42,2,1,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,.,0,1,2,2,8,40,40,2,2,04,03,12,5,37353,.,NA,.,01,2,NA,NA
21383.007,80000,1,1,14,11,32,26,1,2,1,1,1,1,2,1,2,1,14,0,0,0,0,0,0,0,0,.,.,2,5,1,6,40,32,2,2,11,10,18,3,4370,.,NA,.,01,2,NA,NA
11350.799,18871,1,2,13,NA,87,.,2,NA,1,NA,2,NA,8,2,2,1,13,0,0,0,0,0,0,0,0,.,30000,1,1,1,5,.,.,8,0,NA,NA,27,4,-35,.,NA,.,08,2,NA,NA
11196.059,114000,1,2,15,16,57,63,2,1,1,1,2,2,4,1,2,1,16,0,0,0,0,0,0,0,0,0,304000,2,3,4,9,40,45,3,3,04,03,29,4,36658,.,NA,.,01,2,NA,NA
20857.369,23388,1,1,12,NA,72,.,1,NA,1,NA,2,NA,8,2,2,1,12,0,0,0,0,0,0,0,0,.,.,4,1,1,2,.,.,8,0,NA,NA,17,3,1277,.,NA,.,08,2,NA,NA
26391.328,2000,1,2,13,NA,21,.,2,NA,2,NA,2,NA,8,5,1,1,13,0,0,0,0,0,0,0,0,0,0,4,1,0,3,20,.,1,1,05,NA,36,2,-199,0,NA,60,08,2,NA,NA
20352.249,30283,2,5,12,10,66,73,2,1,1,1,2,2,1,1,2,2,12,0,0,0,0,0,0,0,0,.,0,2,2,2,6,.,.,8,0,NA,NA,NA,NA,0,.,NA,.,09,2,NA,NA
21514.463,60500,1,5,12,11,57,58,1,2,1,1,2,2,5,1,NA,2,12,0,0,0,0,0,0,0,0,.,.,1,6,3,7,40,40,2,2,11,11,NA,NA,685,.,NA,2200,01,2,NA,NA
21678.612,88000,1,3,15,16,31,28,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,.,50000,1,2,2,4,40,40,2,2,03,02,31,4,11086,.,NA,.,01,2,NA,NA
23375.922,300000,1,4,15,NA,39,.,1,NA,1,NA,2,NA,9,5,4,1,16,0,0,0,0,0,0,0,0,3577,.,1,2,3,3,65,.,4,2,03,NA,06,9,155691,.,NA,.,01,2,NA,NA
14456.857,40462,1,4,11,11,63,68,2,1,2,2,2,2,5,1,3,1,11,0,0,0,0,0,0,0,0,.,0,1,3,3,6,40,.,1,1,07,NA,01,6,-4006,.,NA,.,01,2,NA,NA
24982.151,0,2,4,12,NA,20,.,2,NA,1,NA,2,NA,9,5,3,2,12,0,0,0,0,0,0,0,0,.,.,2,3,2,11,8,.,4,2,05,NA,51,5,-1513,.,NA,.,01,2,NA,NA
22838.69,61600,1,2,12,14,41,42,1,2,1,1,1,2,4,1,3,1,14,0,0,0,0,0,0,0,0,.,100000,2,5,3,8,40,.,4,2,10,NA,48,7,1208,0,NA,2400,01,2,NA,NA
20259.339,48000,1,4,14,NA,26,.,1,NA,1,NA,2,NA,6,5,3,1,14,0,0,0,0,0,0,0,0,.,0,4,2,2,6,40,.,1,1,10,NA,22,7,4305,.,NA,.,08,2,NA,NA
16825.565,13630,1,2,13,NA,73,.,2,NA,2,NA,2,NA,8,2,4,1,13,0,0,0,0,0,0,0,0,.,0,4,1,1,2,.,.,8,0,NA,NA,06,9,0,.,NA,.,08,2,NA,NA
17237.754,121200,1,3,10,13,71,68,1,2,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,.,.,2,2,2,6,.,40,5,1,NA,03,37,5,20691,.,NA,.,01,2,NA,NA
18362.018,43000,1,3,14,13,47,40,1,2,4,4,2,2,2,1,3,1,14,0,0,0,0,0,0,0,0,.,.,1,3,2,6,40,.,1,1,03,NA,22,7,1636,.,NA,.,01,2,NA,NA
25856.947,88005,1,4,12,NA,29,.,1,NA,1,NA,2,NA,6,5,2,1,12,0,0,0,0,0,0,0,0,.,.,1,2,7,8,44,.,1,1,11,NA,55,3,11414,.,NA,.,01,2,NA,NA
13844.039,154000,1,2,14,16,61,61,1,2,2,2,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,.,400000,2,2,2,7,40,40,2,2,01,03,29,4,24864,.,NA,51839,01,2,NA,NA
19979.79,34289,1,2,16,15,67,67,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,.,330000,1,2,2,11,.,.,8,0,NA,NA,27,4,-2584,0,NA,200,01,2,NA,NA
18550.41,55000,1,1,10,11,61,45,1,2,1,1,1,1,3,1,4,1,11,0,0,0,0,0,0,0,0,.,0,1,3,2,6,40,40,2,2,10,11,06,9,2175,.,NA,.,01,2,NA,NA
18278.025,42680,1,1,12,12,49,37,1,2,1,1,1,1,4,1,2,1,13,0,0,0,0,0,0,0,0,.,.,4,5,1,5,38,40,3,5,11,11,17,3,5704,.,NA,.,01,2,NA,NA
18304.254,95000,1,1,16,16,47,41,2,1,1,1,2,2,3,1,1,1,16,0,0,0,0,0,0,0,0,.,.,1,4,2,8,40,40,2,2,04,11,34,2,6429,.,NA,.,01,2,NA,NA
23375.888,150000,1,1,15,16,40,39,1,2,1,1,2,2,3,1,3,1,16,0,0,0,0,0,0,0,0,.,.,1,4,2,10,40,.,1,1,03,NA,48,7,36011,.,NA,.,01,2,NA,NA
